,CAS,Broad_MOA,Specific_MOA,Chemical,Genus,Species,Taxa,Conc,Meets.Model,Water,Units
855,563122,AChE inhibition,Organophosphate,Ethion,Gammarus,Gammarus fasciatus,Crustacean,1.8,TRUE,FW,ug/L
856,563122,AChE inhibition,Organophosphate,Ethion,Gammarus,Gammarus lacustris,Crustacean,1.8,TRUE,FW,ug/L
857,563122,AChE inhibition,Organophosphate,Ethion,Ictalurus,Ictalurus punctatus,Fish,7600,TRUE,FW,ug/L
858,563122,AChE inhibition,Organophosphate,Ethion,Lepomis,Lepomis macrochirus,Fish,210,TRUE,FW,ug/L
859,563122,AChE inhibition,Organophosphate,Ethion,Menidia,Menidia menidia,Fish,49,TRUE,SW,ug/L
860,563122,AChE inhibition,Organophosphate,Ethion,Micropterus,Micropterus salmoides,Fish,173,TRUE,FW,ug/L
861,563122,AChE inhibition,Organophosphate,Ethion,Oncorhynchus,Oncorhynchus clarkii,Fish,900,TRUE,FW,ug/L
862,563122,AChE inhibition,Organophosphate,Ethion,Oncorhynchus,Oncorhynchus clarkii,Fish,720,TRUE,FW,ug/L
863,563122,AChE inhibition,Organophosphate,Ethion,Oncorhynchus,Oncorhynchus mykiss,Fish,500,TRUE,FW,ug/L
864,563122,AChE inhibition,Organophosphate,Ethion,Pimephales,Pimephales promelas,Fish,2400,TRUE,FW,ug/L
865,563122,AChE inhibition,Organophosphate,Ethion,Pteronarcys,Pteronarcys californica,Insect,2.8,TRUE,FW,ug/L
866,563122,AChE inhibition,Organophosphate,Ethion,Simocephalus,Simocephalus serrulatus,Crustacean,4.7,TRUE,FW,ug/L
867,732116,AChE inhibition,Organophosphate,Phosmet,Americamysis,Americamysis bahia,Crustacean,16,TRUE,SW,ug/L
868,732116,AChE inhibition,Organophosphate,Phosmet,Caecidotea,Caecidotea brevicauda,Crustacean,72,TRUE,FW,ug/L
869,732116,AChE inhibition,Organophosphate,Phosmet,Caecidotea,Caecidotea brevicauda,Crustacean,90,TRUE,FW,ug/L
870,732116,AChE inhibition,Organophosphate,Phosmet,Chironomus,Chironomus plumosus,Insect,3150,TRUE,FW,ug/L
871,732116,AChE inhibition,Organophosphate,Phosmet,Cyprinodon,Cyprinodon variegatus,Fish,170,TRUE,SW,ug/L
872,732116,AChE inhibition,Organophosphate,Phosmet,Daphnia,Daphnia magna,Crustacean,5.6,TRUE,FW,ug/L
873,732116,AChE inhibition,Organophosphate,Phosmet,Gammarus,Gammarus fasciatus,Crustacean,4.2,TRUE,FW,ug/L
874,732116,AChE inhibition,Organophosphate,Phosmet,Gammarus,Gammarus fasciatus,Crustacean,2,TRUE,FW,ug/L
875,732116,AChE inhibition,Organophosphate,Phosmet,Ictalurus,Ictalurus punctatus,Fish,10600,TRUE,FW,ug/L
876,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,122,TRUE,FW,ug/L
877,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,1400,TRUE,FW,ug/L
878,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,800,TRUE,FW,ug/L
879,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,640,TRUE,FW,ug/L
880,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,200,TRUE,FW,ug/L
881,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,70,TRUE,FW,ug/L
882,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,22,TRUE,FW,ug/L
883,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,1000,TRUE,FW,ug/L
884,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,1000,TRUE,FW,ug/L
885,732116,AChE inhibition,Organophosphate,Phosmet,Lepomis,Lepomis macrochirus,Fish,200,TRUE,FW,ug/L
886,732116,AChE inhibition,Organophosphate,Phosmet,Micropterus,Micropterus dolomieu,Fish,150,TRUE,FW,ug/L
887,732116,AChE inhibition,Organophosphate,Phosmet,Micropterus,Micropterus salmoides,Fish,160,TRUE,FW,ug/L
888,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,230,TRUE,FW,ug/L
889,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,3700,TRUE,FW,ug/L
890,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,1200,TRUE,FW,ug/L
891,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,480,TRUE,FW,ug/L
892,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,300,TRUE,FW,ug/L
893,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,280,TRUE,FW,ug/L
894,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,560,TRUE,FW,ug/L
895,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,4700,TRUE,FW,ug/L
896,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,1600,TRUE,FW,ug/L
897,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,420,TRUE,FW,ug/L
898,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,130,TRUE,FW,ug/L
899,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus mykiss,Fish,105,TRUE,FW,ug/L
900,732116,AChE inhibition,Organophosphate,Phosmet,Oncorhynchus,Oncorhynchus tshawytscha,Fish,150,TRUE,FW,ug/L
901,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,13,TRUE,SW,ug/L
902,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,57.2,TRUE,SW,ug/L
903,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,53,TRUE,SW,ug/L
904,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,38.2,TRUE,SW,ug/L
905,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,36.6,TRUE,SW,ug/L
906,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,27.1,TRUE,SW,ug/L
907,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,25.3,TRUE,SW,ug/L
908,786196,AChE inhibition,Organophosphate,Carbophenothion,Americamysis,Americamysis bahia,Crustacean,3,TRUE,SW,ug/L
909,786196,AChE inhibition,Organophosphate,Carbophenothion,Cyprinodon,Cyprinodon variegatus,Fish,17,TRUE,SW,ug/L
910,786196,AChE inhibition,Organophosphate,Carbophenothion,Gammarus,Gammarus lacustris,Crustacean,5.2,TRUE,FW,ug/L
911,786196,AChE inhibition,Organophosphate,Carbophenothion,Ictalurus,Ictalurus punctatus,Fish,6000,TRUE,FW,ug/L
912,786196,AChE inhibition,Organophosphate,Carbophenothion,Lepomis,Lepomis cyanellus,Fish,280,TRUE,FW,ug/L
913,786196,AChE inhibition,Organophosphate,Carbophenothion,Lepomis,Lepomis macrochirus,Fish,13,TRUE,FW,ug/L
914,786196,AChE inhibition,Organophosphate,Carbophenothion,Litopenaeus,Litopenaeus stylirostris,Crustacean (Decapod),4.3,TRUE,SW,ug/L
915,786196,AChE inhibition,Organophosphate,Carbophenothion,Menidia,Menidia menidia,Fish,7.7,TRUE,SW,ug/L
916,786196,AChE inhibition,Organophosphate,Carbophenothion,Menidia,Menidia peninsulae,Fish,9,TRUE,SW,ug/L
917,1563662,AChE inhibition,Carbamate,Carbofuran,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,2.6,TRUE,FW,ug/L
918,1563662,AChE inhibition,Carbamate,Carbofuran,Daphnia,Daphnia magna,Crustacean,29,TRUE,FW,ug/L
919,1563662,AChE inhibition,Carbamate,Carbofuran,Daphnia,Daphnia magna,Crustacean,86.1,TRUE,FW,ug/L
920,1563662,AChE inhibition,Carbamate,Carbofuran,Daphnia,Daphnia magna,Crustacean,38.6,TRUE,FW,ug/L
921,1563662,AChE inhibition,Carbamate,Carbofuran,Farfantepenaeus,Farfantepenaeus duorarum,Crustacean (Decapod),7.31,TRUE,SW,ug/L
922,1563662,AChE inhibition,Carbamate,Carbofuran,Gammarus,Gammarus fasciatus,Crustacean,2.8,TRUE,FW,ug/L
923,1563662,AChE inhibition,Carbamate,Carbofuran,Ictalurus,Ictalurus punctatus,Fish,248,TRUE,FW,ug/L
924,1563662,AChE inhibition,Carbamate,Carbofuran,Menidia,Menidia menidia,Fish,33,TRUE,SW,ug/L
925,1563662,AChE inhibition,Carbamate,Carbofuran,Oncorhynchus,Oncorhynchus kisutch,Fish,530,TRUE,FW,ug/L
926,1563662,AChE inhibition,Carbamate,Carbofuran,Oncorhynchus,Oncorhynchus mykiss,Fish,420,TRUE,FW,ug/L
927,1563662,AChE inhibition,Carbamate,Carbofuran,Oncorhynchus,Oncorhynchus mykiss,Fish,600,TRUE,FW,ug/L
928,1563662,AChE inhibition,Carbamate,Carbofuran,Oncorhynchus,Oncorhynchus mykiss,Fish,380,TRUE,FW,ug/L
929,1563662,AChE inhibition,Carbamate,Carbofuran,Oreochromis,Oreochromis niloticus,Fish,480,TRUE,FW,ug/L
930,1563662,AChE inhibition,Carbamate,Carbofuran,Perca,Perca flavescens,Fish,240,TRUE,FW,ug/L
931,1563662,AChE inhibition,Carbamate,Carbofuran,Perca,Perca flavescens,Fish,400,TRUE,FW,ug/L
932,1563662,AChE inhibition,Carbamate,Carbofuran,Perca,Perca flavescens,Fish,120,TRUE,FW,ug/L
933,1563662,AChE inhibition,Carbamate,Carbofuran,Pimephales,Pimephales promelas,Fish,844,TRUE,FW,ug/L
934,1563662,AChE inhibition,Carbamate,Carbofuran,Pimephales,Pimephales promelas,Fish,1990,TRUE,FW,ug/L
935,1563662,AChE inhibition,Carbamate,Carbofuran,Salmo,Salmo trutta,Fish,280,TRUE,FW,ug/L
936,1563662,AChE inhibition,Carbamate,Carbofuran,Salmo,Salmo trutta,Fish,560,TRUE,FW,ug/L
937,1563662,AChE inhibition,Carbamate,Carbofuran,Salvelinus,Salvelinus namaycush,Fish,164,TRUE,FW,ug/L
938,2032599,AChE inhibition,Carbamate,Aminocarb,Chironomus,Chironomus plumosus,Insect,13500,TRUE,FW,ug/L
939,2032599,AChE inhibition,Carbamate,Aminocarb,Daphnia,Daphnia magna,Crustacean,17.5,TRUE,FW,ug/L
940,2032599,AChE inhibition,Carbamate,Aminocarb,Gammarus,Gammarus pseudolimnaeus,Crustacean,145,TRUE,FW,ug/L
941,2032599,AChE inhibition,Carbamate,Aminocarb,Ictalurus,Ictalurus punctatus,Fish,10000,TRUE,FW,ug/L
942,2032599,AChE inhibition,Carbamate,Aminocarb,Ictalurus,Ictalurus punctatus,Fish,4200,TRUE,FW,ug/L
943,2032599,AChE inhibition,Carbamate,Aminocarb,Lepomis,Lepomis macrochirus,Fish,3500,TRUE,FW,ug/L
944,2032599,AChE inhibition,Carbamate,Aminocarb,Lepomis,Lepomis macrochirus,Fish,3100,TRUE,FW,ug/L
945,2032599,AChE inhibition,Carbamate,Aminocarb,Micropterus,Micropterus salmoides,Fish,3150,TRUE,FW,ug/L
946,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,24500,TRUE,FW,ug/L
947,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,31000,TRUE,FW,ug/L
948,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,28000,TRUE,FW,ug/L
949,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,22000,TRUE,FW,ug/L
950,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,26500,TRUE,FW,ug/L
951,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus clarkii,Fish,1300,TRUE,FW,ug/L
952,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,12000,TRUE,FW,ug/L
953,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,21200,TRUE,FW,ug/L
954,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,17500,TRUE,FW,ug/L
955,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,21000,TRUE,FW,ug/L
956,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,25000,TRUE,FW,ug/L
957,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,18000,TRUE,FW,ug/L
958,2032599,AChE inhibition,Carbamate,Aminocarb,Oncorhynchus,Oncorhynchus mykiss,Fish,13500,TRUE,FW,ug/L
959,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,5600,TRUE,FW,ug/L
960,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,7400,TRUE,FW,ug/L
961,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,1430,TRUE,FW,ug/L
962,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,6200,TRUE,FW,ug/L
963,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,4700,TRUE,FW,ug/L
964,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,7000,TRUE,FW,ug/L
965,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,6400,TRUE,FW,ug/L
966,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,5400,TRUE,FW,ug/L
967,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,425,TRUE,FW,ug/L
968,2032599,AChE inhibition,Carbamate,Aminocarb,Perca,Perca flavescens,Fish,5600,TRUE,FW,ug/L
969,2032599,AChE inhibition,Carbamate,Aminocarb,Pimephales,Pimephales promelas,Fish,1950,TRUE,FW,ug/L
970,2032599,AChE inhibition,Carbamate,Aminocarb,Pteronarcella,Pteronarcella badia,Insect,26,TRUE,FW,ug/L
971,2032599,AChE inhibition,Carbamate,Aminocarb,Pteronarcella,Pteronarcella badia,Insect,28,TRUE,FW,ug/L
972,2032599,AChE inhibition,Carbamate,Aminocarb,Pteronarcella,Pteronarcella badia,Insect,19,TRUE,FW,ug/L
973,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,6030,TRUE,FW,ug/L
974,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,4050,TRUE,FW,ug/L
975,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,7000,TRUE,FW,ug/L
976,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,7600,TRUE,FW,ug/L
977,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,8550,TRUE,FW,ug/L
978,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo salar,Fish,4750,TRUE,FW,ug/L
979,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,9000,TRUE,FW,ug/L
980,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,3150,TRUE,FW,ug/L
981,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,8800,TRUE,FW,ug/L
982,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,11500,TRUE,FW,ug/L
983,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,15000,TRUE,FW,ug/L
984,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,8500,TRUE,FW,ug/L
985,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,14000,TRUE,FW,ug/L
986,2032599,AChE inhibition,Carbamate,Aminocarb,Salmo,Salmo trutta,Fish,14000,TRUE,FW,ug/L
987,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,10600,TRUE,FW,ug/L
988,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,8000,TRUE,FW,ug/L
989,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,2200,TRUE,FW,ug/L
990,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,4300,TRUE,FW,ug/L
991,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,4850,TRUE,FW,ug/L
992,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,12100,TRUE,FW,ug/L
993,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,10500,TRUE,FW,ug/L
994,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,11000,TRUE,FW,ug/L
995,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,7700,TRUE,FW,ug/L
996,2032599,AChE inhibition,Carbamate,Aminocarb,Salvelinus,Salvelinus fontinalis,Fish,2600,TRUE,FW,ug/L
997,2032599,AChE inhibition,Carbamate,Aminocarb,Sander,Sander vitreus,Fish,880,TRUE,FW,ug/L
998,2104645,AChE inhibition,Organophosphate,EPN,Americamysis,Americamysis bahia,Crustacean,13,TRUE,SW,ug/L
999,2104645,AChE inhibition,Organophosphate,EPN,Americamysis,Americamysis bahia,Crustacean,3.4,TRUE,SW,ug/L
1000,2104645,AChE inhibition,Organophosphate,EPN,Americamysis,Americamysis bahia,Crustacean,3.44,TRUE,SW,ug/L
1001,2104645,AChE inhibition,Organophosphate,EPN,Cyprinodon,Cyprinodon variegatus,Fish,188.9,TRUE,SW,ug/L
1002,2104645,AChE inhibition,Organophosphate,EPN,Cyprinodon,Cyprinodon variegatus,Fish,140,TRUE,SW,ug/L
1003,2104645,AChE inhibition,Organophosphate,EPN,Daphnia,Daphnia magna,Crustacean,0.3,TRUE,FW,ug/L
1004,2104645,AChE inhibition,Organophosphate,EPN,Farfantepenaeus,Farfantepenaeus duorarum,Crustacean (Decapod),0.29,TRUE,SW,ug/L
1005,2104645,AChE inhibition,Organophosphate,EPN,Gammarus,Gammarus fasciatus,Crustacean,6.8,TRUE,FW,ug/L
1006,2104645,AChE inhibition,Organophosphate,EPN,Gammarus,Gammarus lacustris,Crustacean,15,TRUE,FW,ug/L
1007,2104645,AChE inhibition,Organophosphate,EPN,Ictalurus,Ictalurus punctatus,Fish,420,TRUE,FW,ug/L
1008,2104645,AChE inhibition,Organophosphate,EPN,Lagodon,Lagodon rhomboides,Fish,18.3,TRUE,SW,ug/L
1009,2104645,AChE inhibition,Organophosphate,EPN,Leiostomus,Leiostomus xanthurus,Fish,25.6,TRUE,SW,ug/L
1010,2104645,AChE inhibition,Organophosphate,EPN,Lepomis,Lepomis macrochirus,Fish,110,TRUE,FW,ug/L
1011,2104645,AChE inhibition,Organophosphate,EPN,Litopenaeus,Litopenaeus stylirostris,Crustacean (Decapod),4.6,TRUE,SW,ug/L
1012,2104645,AChE inhibition,Organophosphate,EPN,Micropterus,Micropterus salmoides,Fish,380,TRUE,FW,ug/L
1013,2104645,AChE inhibition,Organophosphate,EPN,Oncorhynchus,Oncorhynchus clarkii,Fish,150,TRUE,FW,ug/L
1014,2104645,AChE inhibition,Organophosphate,EPN,Oncorhynchus,Oncorhynchus clarkii,Fish,160,TRUE,FW,ug/L
1015,2104645,AChE inhibition,Organophosphate,EPN,Oncorhynchus,Oncorhynchus mykiss,Fish,210,TRUE,FW,ug/L
1016,2104645,AChE inhibition,Organophosphate,EPN,Pimephales,Pimephales promelas,Fish,78.6,TRUE,FW,ug/L
1017,2104645,AChE inhibition,Organophosphate,EPN,Pimephales,Pimephales promelas,Fish,250,TRUE,FW,ug/L
1018,2104645,AChE inhibition,Organophosphate,EPN,Poecilia,Poecilia reticulata,Fish,32,TRUE,FW,ug/L
1019,2104645,AChE inhibition,Organophosphate,EPN,Pteronarcys,Pteronarcys californica,Insect,7.4,TRUE,FW,ug/L
1020,2104645,AChE inhibition,Organophosphate,EPN,Sander,Sander vitreus,Fish,350,TRUE,FW,ug/L
1021,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Americamysis,Americamysis bahia,Crustacean,0.035,TRUE,SW,ug/L
1022,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Americamysis,Americamysis bahia,Crustacean,0.04,TRUE,SW,ug/L
1023,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Americamysis,Americamysis bahia,Crustacean,0.056,TRUE,SW,ug/L
1024,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Americamysis,Americamysis bahia,Crustacean,0.045,TRUE,SW,ug/L
1025,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Amphiascus,Amphiascus tenuiremis,Crustacean,8.37,TRUE,SW,ug/L
1026,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Amphiascus,Amphiascus tenuiremis,Crustacean,3.6,TRUE,SW,ug/L
1027,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Amphiascus,Amphiascus tenuiremis,Crustacean,3.56,TRUE,SW,ug/L
1028,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Amphiascus,Amphiascus tenuiremis,Crustacean,0.61,TRUE,SW,ug/L
1029,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,6.93,TRUE,FW,ug/L
1030,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,3.29,TRUE,FW,ug/L
1031,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,2.35,TRUE,FW,ug/L
1032,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,1.98,TRUE,FW,ug/L
1033,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,5.16,TRUE,FW,ug/L
1034,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,3.13,TRUE,FW,ug/L
1035,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,1.66,TRUE,FW,ug/L
1036,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Anax,Anax imperator,Insect,1.63,TRUE,FW,ug/L
1037,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,7.64,TRUE,FW,ug/L
1038,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,8.58,TRUE,FW,ug/L
1039,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,7,TRUE,FW,ug/L
1040,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,6.16,TRUE,FW,ug/L
1041,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,5.27,TRUE,FW,ug/L
1042,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Asellus,Asellus aquaticus,Crustacean,3.43,TRUE,FW,ug/L
1043,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Atalophlebia,Atalophlebia australis,Insect,0.24,TRUE,FW,ug/L
1044,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Bidyanus,Bidyanus bidyanus,Fish,17,TRUE,FW,ug/L
1045,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.05,TRUE,FW,ug/L
1046,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.117,TRUE,FW,ug/L
1047,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.094,TRUE,FW,ug/L
1048,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.079,TRUE,FW,ug/L
1049,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.066,TRUE,FW,ug/L
1050,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.064,TRUE,FW,ug/L
1051,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.058,TRUE,FW,ug/L
1052,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Chironomus,Chironomus tentans,Insect,0.72,TRUE,FW,ug/L
1053,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Claassenia,Claassenia sabulosa,Insect,0.57,TRUE,FW,ug/L
1054,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,1.11,TRUE,FW,ug/L
1055,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.81,TRUE,FW,ug/L
1056,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.58,TRUE,FW,ug/L
1057,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.36,TRUE,FW,ug/L
1058,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.88,TRUE,FW,ug/L
1059,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.76,TRUE,FW,ug/L
1060,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.41,TRUE,FW,ug/L
1061,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cloeon,Cloeon dipterum,Insect,0.31,TRUE,FW,ug/L
1062,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Crassostrea,Crassostrea virginica,Mollusc,34,TRUE,SW,ug/L
1063,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Crassostrea,Crassostrea virginica,Mollusc,84,TRUE,SW,ug/L
1064,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Cyprinodon,Cyprinodon variegatus,Fish,270,TRUE,SW,ug/L
1065,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Daphnia,Daphnia magna,Crustacean,0.1,TRUE,FW,ug/L
1066,2921882,AChE inhibition,Organophosphate,Chlorpyrifos,Daphnia,Daphnia magna,Crustacean,1.7,TRUE,FW,ug/L
