,CAS,Broad_MOA,Specific_MOA,Chemical,Genus,Species,Taxa,Conc,Meets.Model,Water,Units
642,122145,AChE inhibition,Organophosphate,Fenitrothion,Gammarus,Gammarus fasciatus,Crustacean,3,TRUE,FW,ug/L
643,122145,AChE inhibition,Organophosphate,Fenitrothion,Gammarus,Gammarus pseudolimnaeus,Crustacean,4.3,TRUE,FW,ug/L
644,122145,AChE inhibition,Organophosphate,Fenitrothion,Gammarus,Gammarus pseudolimnaeus,Crustacean,6,TRUE,FW,ug/L
645,122145,AChE inhibition,Organophosphate,Fenitrothion,Ictalurus,Ictalurus punctatus,Fish,4300,TRUE,FW,ug/L
646,122145,AChE inhibition,Organophosphate,Fenitrothion,Ictalurus,Ictalurus punctatus,Fish,3700,TRUE,FW,ug/L
647,122145,AChE inhibition,Organophosphate,Fenitrothion,Ictalurus,Ictalurus punctatus,Fish,7600,TRUE,FW,ug/L
648,122145,AChE inhibition,Organophosphate,Fenitrothion,Lepomis,Lepomis cyanellus,Fish,4100,TRUE,FW,ug/L
649,122145,AChE inhibition,Organophosphate,Fenitrothion,Lepomis,Lepomis macrochirus,Fish,3800,TRUE,FW,ug/L
650,122145,AChE inhibition,Organophosphate,Fenitrothion,Lepomis,Lepomis macrochirus,Fish,2700,TRUE,FW,ug/L
651,122145,AChE inhibition,Organophosphate,Fenitrothion,Lepomis,Lepomis macrochirus,Fish,2500,TRUE,FW,ug/L
652,122145,AChE inhibition,Organophosphate,Fenitrothion,Lepomis,Lepomis macrochirus,Fish,3400,TRUE,FW,ug/L
653,122145,AChE inhibition,Organophosphate,Fenitrothion,Limnodrilus,Limnodrilus hoffmeisteri,Worm,4342,TRUE,FW,ug/L
654,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus clarkii,Fish,2780,TRUE,FW,ug/L
655,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus clarkii,Fish,3600,TRUE,FW,ug/L
656,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus clarkii,Fish,2880,TRUE,FW,ug/L
657,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus kisutch,Fish,5000,TRUE,FW,ug/L
658,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2400,TRUE,FW,ug/L
659,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2700,TRUE,FW,ug/L
660,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2050,TRUE,FW,ug/L
661,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,1000,TRUE,FW,ug/L
662,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,1900,TRUE,FW,ug/L
663,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2000,TRUE,FW,ug/L
664,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2300,TRUE,FW,ug/L
665,122145,AChE inhibition,Organophosphate,Fenitrothion,Oncorhynchus,Oncorhynchus mykiss,Fish,2300,TRUE,FW,ug/L
666,122145,AChE inhibition,Organophosphate,Fenitrothion,Perca,Perca flavescens,Fish,5800,TRUE,FW,ug/L
667,122145,AChE inhibition,Organophosphate,Fenitrothion,Pteronarcella,Pteronarcella badia,Insect,6,TRUE,FW,ug/L
668,122145,AChE inhibition,Organophosphate,Fenitrothion,Pteronarcella,Pteronarcella badia,Insect,7,TRUE,FW,ug/L
669,122145,AChE inhibition,Organophosphate,Fenitrothion,Pteronarcella,Pteronarcella badia,Insect,5,TRUE,FW,ug/L
670,122145,AChE inhibition,Organophosphate,Fenitrothion,Pteronarcys,Pteronarcys californica,Insect,5.1,TRUE,FW,ug/L
671,122145,AChE inhibition,Organophosphate,Fenitrothion,Pteronarcys,Pteronarcys californica,Insect,4,TRUE,FW,ug/L
672,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,1500,TRUE,FW,ug/L
673,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,1360,TRUE,FW,ug/L
674,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,2050,TRUE,FW,ug/L
675,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,1210,TRUE,FW,ug/L
676,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,1000,TRUE,FW,ug/L
677,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,870,TRUE,FW,ug/L
678,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,1340,TRUE,FW,ug/L
679,122145,AChE inhibition,Organophosphate,Fenitrothion,Salmo,Salmo salar,Fish,2050,TRUE,FW,ug/L
680,122145,AChE inhibition,Organophosphate,Fenitrothion,Salvelinus,Salvelinus fontinalis,Fish,2000,TRUE,FW,ug/L
681,122145,AChE inhibition,Organophosphate,Fenitrothion,Salvelinus,Salvelinus fontinalis,Fish,1720,TRUE,FW,ug/L
682,122145,AChE inhibition,Organophosphate,Fenitrothion,Streptocephalus,Streptocephalus sudanicus,Crustacean (Fairy shrimp),1230,TRUE,FW,ug/L
683,298000,AChE inhibition,Organophosphate,Methyl parathion,Acartia,Acartia tonsa,Crustacean,28,TRUE,SW,ug/L
684,298000,AChE inhibition,Organophosphate,Methyl parathion,Ameiurus,Ameiurus melas,Fish,6640,TRUE,FW,ug/L
685,298000,AChE inhibition,Organophosphate,Methyl parathion,Americamysis,Americamysis bahia,Crustacean,0.98,TRUE,SW,ug/L
686,298000,AChE inhibition,Organophosphate,Methyl parathion,Carassius,Carassius auratus,Fish,9000,TRUE,FW,ug/L
687,298000,AChE inhibition,Organophosphate,Methyl parathion,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,2.6,TRUE,FW,ug/L
688,298000,AChE inhibition,Organophosphate,Methyl parathion,Cyprinodon,Cyprinodon variegatus,Fish,12,TRUE,SW,ug/L
689,298000,AChE inhibition,Organophosphate,Methyl parathion,Cyprinus,Cyprinus carpio,Fish,7130,TRUE,FW,ug/L
690,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,0.16,TRUE,FW,ug/L
691,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,9.1,TRUE,FW,ug/L
692,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,8.5,TRUE,FW,ug/L
693,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,8,TRUE,FW,ug/L
694,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,7.8,TRUE,FW,ug/L
695,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,3.3,TRUE,FW,ug/L
696,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,1.8,TRUE,FW,ug/L
697,298000,AChE inhibition,Organophosphate,Methyl parathion,Daphnia,Daphnia magna,Crustacean,0.14,TRUE,FW,ug/L
698,298000,AChE inhibition,Organophosphate,Methyl parathion,Gammarus,Gammarus fasciatus,Crustacean,4.3,TRUE,FW,ug/L
699,298000,AChE inhibition,Organophosphate,Methyl parathion,Gammarus,Gammarus fasciatus,Crustacean,3.8,TRUE,FW,ug/L
700,298000,AChE inhibition,Organophosphate,Methyl parathion,Ictalurus,Ictalurus punctatus,Fish,5240,TRUE,FW,ug/L
701,298000,AChE inhibition,Organophosphate,Methyl parathion,Ischnura,Ischnura verticalis,Insect,33,TRUE,FW,ug/L
702,298000,AChE inhibition,Organophosphate,Methyl parathion,Lepomis,Lepomis cyanellus,Fish,6900,TRUE,FW,ug/L
703,298000,AChE inhibition,Organophosphate,Methyl parathion,Lepomis,Lepomis cyanellus,Fish,6860,TRUE,FW,ug/L
704,298000,AChE inhibition,Organophosphate,Methyl parathion,Lepomis,Lepomis macrochirus,Fish,6900,TRUE,FW,ug/L
705,298000,AChE inhibition,Organophosphate,Methyl parathion,Litopenaeus,Litopenaeus stylirostris,Crustacean (Decapod),1.4,TRUE,SW,ug/L
706,298000,AChE inhibition,Organophosphate,Methyl parathion,Micropterus,Micropterus salmoides,Fish,5220,TRUE,FW,ug/L
707,298000,AChE inhibition,Organophosphate,Methyl parathion,Oncorhynchus,Oncorhynchus clarkii,Fish,4880,TRUE,FW,ug/L
708,298000,AChE inhibition,Organophosphate,Methyl parathion,Oncorhynchus,Oncorhynchus clarkii,Fish,1850,TRUE,FW,ug/L
709,298000,AChE inhibition,Organophosphate,Methyl parathion,Oncorhynchus,Oncorhynchus kisutch,Fish,5300,TRUE,FW,ug/L
710,298000,AChE inhibition,Organophosphate,Methyl parathion,Oncorhynchus,Oncorhynchus mykiss,Fish,2750,TRUE,FW,ug/L
711,298000,AChE inhibition,Organophosphate,Methyl parathion,Oncorhynchus,Oncorhynchus mykiss,Fish,3700,TRUE,FW,ug/L
712,298000,AChE inhibition,Organophosphate,Methyl parathion,Perca,Perca flavescens,Fish,3060,TRUE,FW,ug/L
713,298000,AChE inhibition,Organophosphate,Methyl parathion,Pseudacris,Pseudacris triseriata,Amphibian,3700,TRUE,FW,ug/L
714,298000,AChE inhibition,Organophosphate,Methyl parathion,Salmo,Salmo trutta,Fish,4700,TRUE,FW,ug/L
715,298000,AChE inhibition,Organophosphate,Methyl parathion,Salvelinus,Salvelinus namaycush,Fish,3360,TRUE,FW,ug/L
716,298000,AChE inhibition,Organophosphate,Methyl parathion,Salvelinus,Salvelinus namaycush,Fish,3780,TRUE,FW,ug/L
717,298000,AChE inhibition,Organophosphate,Methyl parathion,Simocephalus,Simocephalus serrulatus,Crustacean,0.37,TRUE,FW,ug/L
718,298022,AChE inhibition,Organophosphate,Phorate,Americamysis,Americamysis bahia,Crustacean,0.31,TRUE,SW,ug/L
719,298022,AChE inhibition,Organophosphate,Phorate,Americamysis,Americamysis bahia,Crustacean,1.9,TRUE,SW,ug/L
720,298022,AChE inhibition,Organophosphate,Phorate,Americamysis,Americamysis bahia,Crustacean,0.33,TRUE,SW,ug/L
721,298022,AChE inhibition,Organophosphate,Phorate,Crassostrea,Crassostrea virginica,Mollusc,640,TRUE,SW,ug/L
722,298022,AChE inhibition,Organophosphate,Phorate,Cyprinodon,Cyprinodon variegatus,Fish,4,TRUE,SW,ug/L
723,298022,AChE inhibition,Organophosphate,Phorate,Esox,Esox lucius,Fish,110,TRUE,FW,ug/L
724,298022,AChE inhibition,Organophosphate,Phorate,Gammarus,Gammarus fasciatus,Crustacean,0.6,TRUE,FW,ug/L
725,298022,AChE inhibition,Organophosphate,Phorate,Gammarus,Gammarus fasciatus,Crustacean,4,TRUE,FW,ug/L
726,298022,AChE inhibition,Organophosphate,Phorate,Litopenaeus,Litopenaeus stylirostris,Crustacean (Decapod),0.27,TRUE,SW,ug/L
727,298022,AChE inhibition,Organophosphate,Phorate,Oncorhynchus,Oncorhynchus clarkii,Fish,66,TRUE,FW,ug/L
728,298022,AChE inhibition,Organophosphate,Phorate,Oncorhynchus,Oncorhynchus clarkii,Fish,44,TRUE,FW,ug/L
729,298022,AChE inhibition,Organophosphate,Phorate,Oncorhynchus,Oncorhynchus mykiss,Fish,21,TRUE,FW,ug/L
730,298022,AChE inhibition,Organophosphate,Phorate,Oncorhynchus,Oncorhynchus mykiss,Fish,13,TRUE,FW,ug/L
731,298022,AChE inhibition,Organophosphate,Phorate,Pimephales,Pimephales promelas,Fish,250,TRUE,FW,ug/L
732,298022,AChE inhibition,Organophosphate,Phorate,Sander,Sander vitreus,Fish,340,TRUE,FW,ug/L
733,298022,AChE inhibition,Organophosphate,Phorate,Sander,Sander vitreus,Fish,57,TRUE,FW,ug/L
734,298044,AChE inhibition,Organophosphate,Disulfoton,Americamysis,Americamysis bahia,Crustacean,100,TRUE,SW,ug/L
735,298044,AChE inhibition,Organophosphate,Disulfoton,Anguilla,Anguilla anguilla,Fish,37,TRUE,FW,ug/L
736,298044,AChE inhibition,Organophosphate,Disulfoton,Crassostrea,Crassostrea virginica,Mollusc,720,TRUE,SW,ug/L
737,298044,AChE inhibition,Organophosphate,Disulfoton,Crassostrea,Crassostrea virginica,Mollusc,720,TRUE,SW,ug/L
738,298044,AChE inhibition,Organophosphate,Disulfoton,Cyprinodon,Cyprinodon variegatus,Fish,1000,TRUE,SW,ug/L
739,298044,AChE inhibition,Organophosphate,Disulfoton,Daphnia,Daphnia magna,Crustacean,13,TRUE,FW,ug/L
740,298044,AChE inhibition,Organophosphate,Disulfoton,Gammarus,Gammarus fasciatus,Crustacean,21,TRUE,FW,ug/L
741,298044,AChE inhibition,Organophosphate,Disulfoton,Gammarus,Gammarus fasciatus,Crustacean,52,TRUE,FW,ug/L
742,298044,AChE inhibition,Organophosphate,Disulfoton,Ictalurus,Ictalurus punctatus,Fish,4700,TRUE,FW,ug/L
743,298044,AChE inhibition,Organophosphate,Disulfoton,Lepomis,Lepomis macrochirus,Fish,300,TRUE,FW,ug/L
744,298044,AChE inhibition,Organophosphate,Disulfoton,Micropterus,Micropterus salmoides,Fish,60,TRUE,FW,ug/L
745,298044,AChE inhibition,Organophosphate,Disulfoton,Oncorhynchus,Oncorhynchus mykiss,Fish,1850,TRUE,FW,ug/L
746,298044,AChE inhibition,Organophosphate,Disulfoton,Pimephales,Pimephales promelas,Fish,2900,TRUE,FW,ug/L
747,298044,AChE inhibition,Organophosphate,Disulfoton,Pimephales,Pimephales promelas,Fish,4100,TRUE,FW,ug/L
748,298044,AChE inhibition,Organophosphate,Disulfoton,Pimephales,Pimephales promelas,Fish,1870,TRUE,FW,ug/L
749,298044,AChE inhibition,Organophosphate,Disulfoton,Pimephales,Pimephales promelas,Fish,3980,TRUE,FW,ug/L
750,298044,AChE inhibition,Organophosphate,Disulfoton,Pimephales,Pimephales promelas,Fish,4000,TRUE,FW,ug/L
751,298044,AChE inhibition,Organophosphate,Disulfoton,Poecilia,Poecilia reticulata,Fish,280,TRUE,FW,ug/L
752,298044,AChE inhibition,Organophosphate,Disulfoton,Pteronarcys,Pteronarcys californica,Insect,5,TRUE,FW,ug/L
753,300765,AChE inhibition,Organophosphate,Naled,Americamysis,Americamysis bahia,Crustacean,13,TRUE,SW,ug/L
754,300765,AChE inhibition,Organophosphate,Naled,Caecidotea,Caecidotea brevicauda,Crustacean,41,TRUE,FW,ug/L
755,300765,AChE inhibition,Organophosphate,Naled,Crassostrea,Crassostrea virginica,Mollusc,190,TRUE,SW,ug/L
756,300765,AChE inhibition,Organophosphate,Naled,Daphnia,Daphnia magna,Crustacean,0.3,TRUE,FW,ug/L
757,300765,AChE inhibition,Organophosphate,Naled,Daphnia,Daphnia pulex,Crustacean,0.4,TRUE,FW,ug/L
758,300765,AChE inhibition,Organophosphate,Naled,Farfantepenaeus,Farfantepenaeus duorarum,Crustacean (Decapod),6.6,TRUE,SW,ug/L
759,300765,AChE inhibition,Organophosphate,Naled,Gammarus,Gammarus fasciatus,Crustacean,18,TRUE,FW,ug/L
760,300765,AChE inhibition,Organophosphate,Naled,Ictalurus,Ictalurus punctatus,Fish,710,TRUE,FW,ug/L
761,300765,AChE inhibition,Organophosphate,Naled,Lepomis,Lepomis macrochirus,Fish,2200,TRUE,FW,ug/L
762,300765,AChE inhibition,Organophosphate,Naled,Micropterus,Micropterus salmoides,Fish,1900,TRUE,FW,ug/L
763,300765,AChE inhibition,Organophosphate,Naled,Morone,Morone saxatilis,Fish,500,TRUE,SW,ug/L
764,300765,AChE inhibition,Organophosphate,Naled,Oncorhynchus,Oncorhynchus clarkii,Fish,127,TRUE,FW,ug/L
765,300765,AChE inhibition,Organophosphate,Naled,Oncorhynchus,Oncorhynchus mykiss,Fish,132,TRUE,FW,ug/L
766,300765,AChE inhibition,Organophosphate,Naled,Oncorhynchus,Oncorhynchus mykiss,Fish,195,TRUE,FW,ug/L
767,300765,AChE inhibition,Organophosphate,Naled,Oncorhynchus,Oncorhynchus mykiss,Fish,175,TRUE,FW,ug/L
768,300765,AChE inhibition,Organophosphate,Naled,Palaemonetes,Palaemonetes pugio,Crustacean (Decapod),16,TRUE,SW,ug/L
769,300765,AChE inhibition,Organophosphate,Naled,Palaemonetes,Palaemonetes vulgaris,Crustacean (Decapod),9.3,TRUE,SW,ug/L
770,300765,AChE inhibition,Organophosphate,Naled,Pteronarcys,Pteronarcys californica,Insect,8,TRUE,FW,ug/L
771,300765,AChE inhibition,Organophosphate,Naled,Salvelinus,Salvelinus namaycush,Fish,87,TRUE,FW,ug/L
772,300765,AChE inhibition,Organophosphate,Naled,Simocephalus,Simocephalus serrulatus,Crustacean,1.1,TRUE,FW,ug/L
773,300765,AChE inhibition,Organophosphate,Naled,Simocephalus,Simocephalus serrulatus,Crustacean,1.1,TRUE,FW,ug/L
774,315184,AChE inhibition,Carbamate,Mexacarbate,Ameiurus,Ameiurus melas,Fish,10500,TRUE,FW,ug/L
775,315184,AChE inhibition,Carbamate,Mexacarbate,Ameiurus,Ameiurus melas,Fish,16700,TRUE,FW,ug/L
776,315184,AChE inhibition,Carbamate,Mexacarbate,Carassius,Carassius auratus,Fish,19400,TRUE,FW,ug/L
777,315184,AChE inhibition,Carbamate,Mexacarbate,Carassius,Carassius auratus,Fish,14000,TRUE,FW,ug/L
778,315184,AChE inhibition,Carbamate,Mexacarbate,Cyprinus,Cyprinus carpio,Fish,13400,TRUE,FW,ug/L
779,315184,AChE inhibition,Carbamate,Mexacarbate,Daphnia,Daphnia pulex,Crustacean,10,TRUE,FW,ug/L
780,315184,AChE inhibition,Carbamate,Mexacarbate,Gammarus,Gammarus fasciatus,Crustacean,40,TRUE,FW,ug/L
781,315184,AChE inhibition,Carbamate,Mexacarbate,Gammarus,Gammarus lacustris,Crustacean,46,TRUE,FW,ug/L
782,315184,AChE inhibition,Carbamate,Mexacarbate,Ictalurus,Ictalurus punctatus,Fish,11400,TRUE,FW,ug/L
783,315184,AChE inhibition,Carbamate,Mexacarbate,Lepomis,Lepomis cyanellus,Fish,13400,TRUE,FW,ug/L
784,315184,AChE inhibition,Carbamate,Mexacarbate,Lepomis,Lepomis cyanellus,Fish,16700,TRUE,FW,ug/L
785,315184,AChE inhibition,Carbamate,Mexacarbate,Lepomis,Lepomis macrochirus,Fish,17300,TRUE,FW,ug/L
786,315184,AChE inhibition,Carbamate,Mexacarbate,Lepomis,Lepomis macrochirus,Fish,11200,TRUE,FW,ug/L
787,315184,AChE inhibition,Carbamate,Mexacarbate,Micropterus,Micropterus salmoides,Fish,14700,TRUE,FW,ug/L
788,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus clarkii,Fish,15800,TRUE,FW,ug/L
789,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus clarkii,Fish,10500,TRUE,FW,ug/L
790,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus clarkii,Fish,630,TRUE,FW,ug/L
791,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,11900,TRUE,FW,ug/L
792,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,11400,TRUE,FW,ug/L
793,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,19700,TRUE,FW,ug/L
794,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,4000,TRUE,FW,ug/L
795,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,23000,TRUE,FW,ug/L
796,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,22000,TRUE,FW,ug/L
797,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus kisutch,Fish,19500,TRUE,FW,ug/L
798,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus mykiss,Fish,4450,TRUE,FW,ug/L
799,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus mykiss,Fish,12000,TRUE,FW,ug/L
800,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus mykiss,Fish,15000,TRUE,FW,ug/L
801,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus mykiss,Fish,8100,TRUE,FW,ug/L
802,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus tshawytscha,Fish,18500,TRUE,FW,ug/L
803,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus tshawytscha,Fish,22700,TRUE,FW,ug/L
804,315184,AChE inhibition,Carbamate,Mexacarbate,Oncorhynchus,Oncorhynchus tshawytscha,Fish,24900,TRUE,FW,ug/L
805,315184,AChE inhibition,Carbamate,Mexacarbate,Perca,Perca flavescens,Fish,8300,TRUE,FW,ug/L
806,315184,AChE inhibition,Carbamate,Mexacarbate,Perca,Perca flavescens,Fish,16900,TRUE,FW,ug/L
807,315184,AChE inhibition,Carbamate,Mexacarbate,Perca,Perca flavescens,Fish,16200,TRUE,FW,ug/L
808,315184,AChE inhibition,Carbamate,Mexacarbate,Pteronarcys,Pteronarcys californica,Insect,10,TRUE,FW,ug/L
809,315184,AChE inhibition,Carbamate,Mexacarbate,Salmo,Salmo salar,Fish,7600,TRUE,FW,ug/L
810,315184,AChE inhibition,Carbamate,Mexacarbate,Salmo,Salmo salar,Fish,22300,TRUE,FW,ug/L
811,315184,AChE inhibition,Carbamate,Mexacarbate,Salmo,Salmo trutta,Fish,20000,TRUE,FW,ug/L
812,315184,AChE inhibition,Carbamate,Mexacarbate,Salvelinus,Salvelinus fontinalis,Fish,21200,TRUE,FW,ug/L
813,315184,AChE inhibition,Carbamate,Mexacarbate,Salvelinus,Salvelinus namaycush,Fish,8150,TRUE,FW,ug/L
814,315184,AChE inhibition,Carbamate,Mexacarbate,Simocephalus,Simocephalus serrulatus,Crustacean,13,TRUE,FW,ug/L
815,333415,AChE inhibition,Organophosphate,Diazinon,Americamysis,Americamysis bahia,Crustacean,8.5,TRUE,SW,ug/L
816,333415,AChE inhibition,Organophosphate,Diazinon,Ampelisca,Ampelisca abdita,Crustacean,6.6,TRUE,SW,ug/L
817,333415,AChE inhibition,Organophosphate,Diazinon,Caridina,Caridina laevis,Crustacean (Decapod),0.59,TRUE,FW,ug/L
818,333415,AChE inhibition,Organophosphate,Diazinon,Caridina,Caridina laevis,Crustacean (Decapod),0.59,TRUE,FW,ug/L
819,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.58,TRUE,FW,ug/L
820,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.52,TRUE,FW,ug/L
821,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.48,TRUE,FW,ug/L
822,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.48,TRUE,FW,ug/L
823,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.29,TRUE,FW,ug/L
824,333415,AChE inhibition,Organophosphate,Diazinon,Ceriodaphnia,Ceriodaphnia dubia,Crustacean,0.26,TRUE,FW,ug/L
825,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,0.96,TRUE,FW,ug/L
826,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,1.5,TRUE,FW,ug/L
827,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,0.8,TRUE,FW,ug/L
828,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,0.7,TRUE,FW,ug/L
829,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,0.96,TRUE,FW,ug/L
830,333415,AChE inhibition,Organophosphate,Diazinon,Daphnia,Daphnia magna,Crustacean,1.70436,TRUE,FW,ug/L
831,333415,AChE inhibition,Organophosphate,Diazinon,Hyalella,Hyalella azteca,Crustacean,6.51,TRUE,FW,ug/L
832,333415,AChE inhibition,Organophosphate,Diazinon,Hyalella,Hyalella azteca,Crustacean,4.3,TRUE,FW,ug/L
833,333415,AChE inhibition,Organophosphate,Diazinon,Jordanella,Jordanella floridae,Fish,1800,TRUE,FW,ug/L
834,333415,AChE inhibition,Organophosphate,Diazinon,Jordanella,Jordanella floridae,Fish,1500,TRUE,FW,ug/L
835,333415,AChE inhibition,Organophosphate,Diazinon,Lepomis,Lepomis macrochirus,Fish,136,TRUE,FW,ug/L
836,333415,AChE inhibition,Organophosphate,Diazinon,Lepomis,Lepomis macrochirus,Fish,460,TRUE,FW,ug/L
837,333415,AChE inhibition,Organophosphate,Diazinon,Lepomis,Lepomis macrochirus,Fish,168,TRUE,FW,ug/L
838,333415,AChE inhibition,Organophosphate,Diazinon,Lumbriculus,Lumbriculus variegatus,Worm,6160,TRUE,FW,ug/L
839,333415,AChE inhibition,Organophosphate,Diazinon,Menidia,Menidia beryllina,Fish,1170,TRUE,SW,ug/L
840,333415,AChE inhibition,Organophosphate,Diazinon,Oncorhynchus,Oncorhynchus clarkii,Fish,2760,TRUE,FW,ug/L
841,333415,AChE inhibition,Organophosphate,Diazinon,Oncorhynchus,Oncorhynchus clarkii,Fish,1700,TRUE,FW,ug/L
842,333415,AChE inhibition,Organophosphate,Diazinon,Palaemonetes,Palaemonetes pugio,Crustacean (Decapod),2.8,TRUE,SW,ug/L
843,333415,AChE inhibition,Organophosphate,Diazinon,Pimephales,Pimephales promelas,Fish,7800,TRUE,FW,ug/L
844,333415,AChE inhibition,Organophosphate,Diazinon,Pimephales,Pimephales promelas,Fish,6600,TRUE,FW,ug/L
845,333415,AChE inhibition,Organophosphate,Diazinon,Pimephales,Pimephales promelas,Fish,10000,TRUE,FW,ug/L
846,333415,AChE inhibition,Organophosphate,Diazinon,Pimephales,Pimephales promelas,Fish,6800,TRUE,FW,ug/L
847,333415,AChE inhibition,Organophosphate,Diazinon,Poecilia,Poecilia reticulata,Fish,3400,TRUE,FW,ug/L
848,333415,AChE inhibition,Organophosphate,Diazinon,Salvelinus,Salvelinus fontinalis,Fish,770,TRUE,FW,ug/L
849,333415,AChE inhibition,Organophosphate,Diazinon,Salvelinus,Salvelinus fontinalis,Fish,800,TRUE,FW,ug/L
850,333415,AChE inhibition,Organophosphate,Diazinon,Salvelinus,Salvelinus fontinalis,Fish,1050,TRUE,FW,ug/L
851,333415,AChE inhibition,Organophosphate,Diazinon,Salvelinus,Salvelinus namaycush,Fish,602,TRUE,FW,ug/L
852,563122,AChE inhibition,Organophosphate,Ethion,Crassostrea,Crassostrea virginica,Mollusc,40,TRUE,SW,ug/L
853,563122,AChE inhibition,Organophosphate,Ethion,Daphnia,Daphnia pulex,Crustacean,2.8,TRUE,FW,ug/L
854,563122,AChE inhibition,Organophosphate,Ethion,Gammarus,Gammarus fasciatus,Crustacean,9.4,TRUE,FW,ug/L
